qed,sa_score,mw,clogp,tpsa,hbd,hba,rotatable_bonds,ring_count,fraction_csp3,formal_charge,pains_alert,structural_alert,tox_flag_or_score,tox_flag,target_relevance_score,reactive_tags,smiles,passes_filters
0.5060135302326517,3.0851017352390926,445.60700000000026,4.914260000000005,47.970000000000006,2,5,7,4,0.35714285714285715,0,1,1,2,1,0.18823529411764706,,COc1ccc(C(C(O)Nc2c(C)cccc2C)N2CCN(c3ccc(C)cc3)CC2)cc1,False
0.8158070832017643,3.8916596511331534,334.4160000000001,3.241200000000002,90.74000000000001,2,6,5,3,0.6111111111111112,0,0,1,1,1,0.09401709401709402,,CCCc1nc2oc(C(O)OCC)c(N)c2c2c1COC(C)(C)C2,False
0.40367003236866345,4.406688077734645,450.3260000000002,2.4750000000000005,119.31,3,8,5,4,0.35,0,0,1,1,1,0.136,,CC(O)(CCc1ccc2c(c1)-n1nc(C(N)O)cc1C(Cl)(Cl)CO2)c1cccnn1,False
0.15827335735907289,3.1905375597891465,592.9590000000001,5.347300000000004,103.35,2,9,13,4,0.37037037037037035,0,0,1,1,1,0.1743119266055046,,COc1cc(OC)cc(N(CCCNCC(Cl)(Cl)Cl)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1,False
0.1618766215427432,4.455013082976155,548.7280000000002,2.2891400000000006,134.24,7,8,13,4,0.4375,0,0,1,1,1,0.14049586776859505,,Cc1cc(O)cc(C)c1CC(N)C(O)N1CCCC1C(O)NC(Cc1ccccc1)C(O)NCc1ccccc1,False
0.8311854371269212,2.757357951391045,243.30999999999997,2.5018200000000004,39.94,0,4,3,3,0.42857142857142855,0,0,0,0,0,0.14634146341463414,,Cc1ccnc(COc2cc3n(n2)CCCC3)c1,True
0.8022900724324086,3.892733383698558,335.4920000000001,2.7723000000000004,47.970000000000006,2,5,7,2,0.6842105263157895,0,0,0,0,0,0.18269230769230768,,COc1ccccc1C1CC(C)NN1C(O)CN(C(C)C)C(C)C,True
0.22602965606781925,4.839632370970007,521.6110000000002,1.1420399999999997,152.12,5,11,10,4,0.6538461538461539,0,0,1,1,1,0.13157894736842105,,CCOCCN(CC(O)CN1CCCC2(CC(O)c3cc(O)ccc3O2)C1)C(O)(O)c1c(C)noc1C,False
0.2734752900898491,3.397303874880837,471.46200000000005,4.392100000000002,93.68,3,7,7,4,0.17391304347826086,0,0,1,1,1,0.2,,Cn1ncnc1-c1cc(Cc2ccc(NC(N)Nc3cccc(C(F)(F)F)c3)cc2F)ccn1,False
0.23163060247137726,4.5152185917395515,530.6660000000004,0.7879999999999994,134.34,6,10,11,4,0.5714285714285714,0,0,1,1,1,0.13541666666666666,,OC1CC(O)N(Cc2ccccc2)C(O)N1CCCCCCN1C(O)CC(O)N(Cc2ccccc2)C1O,False
0.7302986329663017,2.961331954562736,357.2410000000001,2.6732400000000016,81.51,3,6,4,2,0.3333333333333333,0,0,1,1,1,0.17105263157894737,,Cc1nc(N(C)C)nc(C)c1NC(O)(O)c1ccc(Cl)cc1Cl,False
0.7082507327541296,2.4440914808012426,210.28000000000006,2.951320000000001,15.9,0,2,2,3,0.21428571428571427,0,1,1,2,1,0.1232876712328767,,Cc1ccc(N2CC2c2ccncc2)cc1,False
0.6077710240370794,2.199764423376484,362.51700000000005,5.360040000000005,17.4,0,3,5,4,0.4166666666666667,0,1,0,1,1,0.18681318681318682,,Cc1ccc(OCc2c(CN3CCCCC3)c3ccccc3n2C)c(C)c1,False
0.4329978490271754,3.630936882984779,405.4940000000001,3.1640000000000015,81.95,4,5,8,4,0.28,0,0,1,1,1,0.1346153846153846,,CC(c1ccccc1)C(NC(O)OCC1c2ccccc2-c2ccccc21)C(O)O,False
0.25460406332305663,4.176001785166786,359.295,-4.006599999999998,209.45999999999998,7,13,5,3,0.5833333333333334,0,0,1,1,1,0.16666666666666666,,Nc1ncnc2c1ncn2C1OC(COC(O)(O)C(O)O)C(O)C1O,False
0.6323936134290274,3.0565519452865075,415.58200000000033,2.2121000000000004,118.67999999999999,3,4,7,3,0.6521739130434783,0,0,0,0,0,0.16964285714285715,,NCCCC1CCCCN1C(=O)c1ccc(CC2CCN(C(N)=O)CC2)c(CN)c1,True
0.6945525430979167,2.465580813641431,359.85700000000014,3.9083200000000033,54.43,1,5,7,3,0.3157894736842105,0,0,0,0,0,0.14018691588785046,,CCN(CCO)Cc1cn(-c2cccc(Cl)c2)nc1-c1ccc(C)o1,True
0.4191207566162072,3.984783052727689,372.4650000000001,2.0259,85.19000000000001,4,6,8,3,0.42857142857142855,0,0,1,1,1,0.14414414414414414,,CCOC(O)(CCc1ccccc1)N1Cc2ccccc2CC1C(O)NO,False
0.5609290772487461,2.6182212665333253,369.46900000000016,3.577540000000002,85.09,2,7,9,3,0.45,0,0,1,1,1,0.19767441860465115,,COCCCCCn1cnc2nc(NCc3ccc(C)c(C)c3)nc(O)c21,False
0.5166869640950765,3.8940918453511992,280.288,-1.7659999999999991,145.33,4,9,3,3,0.5454545454545454,0,0,0,0,0,0.1511627906976744,,NCC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,False
0.6246256313213929,6.221809816558993,324.4170000000001,3.1126000000000023,57.150000000000006,1,5,2,6,1.0,0,0,1,2,1,0.09411764705882353,peroxide,COC(O)C12CC3CC(C1)C1(OOC4(CCCCC4)O1)C(C3)C2,False
0.2297296674752645,3.249521444960153,602.3979999999997,4.481100000000001,120.13999999999999,3,9,10,4,0.48,0,0,1,1,1,0.1875,,COCCNCCn1cc(-c2ccc(Cl)c(C(Cl)(Cl)Cl)c2)nc1C1CCN(c2ncnc(N)c2CN)CC1,False
0.6557859405189823,2.6711044677395854,400.86200000000025,2.919100000000001,75.05,2,6,4,4,0.2857142857142857,0,0,1,1,1,0.25274725274725274,,COc1ccc2ncc(C(O)(O)c3cccc(Cl)c3)c(N3CCOCC3)c2c1,False
0.5783358200237141,3.5355416700361406,399.8880000000001,4.341900000000003,64.07,3,3,8,2,0.4,0,0,1,1,1,0.14736842105263157,,CC(CN)(CCc1ccccc1Cl)NC(N)c1cccc(CC(F)(F)F)c1,False
0.5644479128419928,3.17744313815812,425.57300000000015,2.3825000000000003,70.41000000000001,3,6,8,4,0.52,0,1,1,2,1,0.1590909090909091,,CC(O)N1CCN(c2ccc(CN(C3CCC3)C(O)(O)Cc3ccccc3)cc2)CC1,False
0.2095975956258037,3.7235479052720066,498.3630000000001,3.5593000000000026,141.1,5,9,10,3,0.36363636363636365,0,0,1,1,1,0.16129032258064516,,CC(O)(O)C(C)(CCc1ccc(OCc2nc(-c3cc(Cl)cc(Cl)c3)no2)cc1)C(O)NO,False
0.29776016263771693,4.92252059264983,561.1630000000002,3.7084000000000032,105.42,5,7,9,4,0.6129032258064516,0,0,1,1,1,0.13709677419354838,,OCC(Cc1ccccc1)NC(O)CC1CCCCC(Cc2ccc(Cl)cc2)C(O)OCC2CCCN2C1O,False
0.8813156207895639,3.341007397779327,270.376,2.865500000000002,51.18,2,3,2,3,0.4117647058823529,0,1,0,1,1,0.12790697674418605,,Cn1c(CN)ccc1-c1ccc2c(c1)C(C)(C)CC2O,False
0.549578293654322,3.1677987467374598,390.4830000000001,4.241900000000003,64.96,3,5,6,4,0.25,0,0,1,1,1,0.175,,COc1ccc(C(O)Nc2ccc(C(O)N3CCCc4ccccc43)cc2)cc1,False
0.8121619772889577,3.8530912480116086,372.46100000000007,3.5104000000000024,68.15,2,5,6,3,0.45454545454545453,0,0,0,0,0,0.14666666666666667,,COc1ccc(C(O)C(c2ccc(OC)cc2)C2OC(O)C(C)C2C)cc1,True
0.34711029255432096,4.0456791203975815,543.7520000000004,3.593860000000002,93.19000000000001,4,6,8,5,0.47058823529411764,0,0,0,0,0,0.11764705882352941,,Cc1ccc(C2(c3ccc(C)cc3)CC(O)N(CC(O)CN3CCC(CN)(c4ccccc4C)CC3)C2O)cc1,False
0.7986828348107843,3.017058098844558,353.4620000000001,3.949700000000004,41.93000000000001,1,4,6,4,0.45454545454545453,0,0,1,1,1,0.21505376344086022,,CCCOCCN1CCc2cccc3c2C1Cc1ccc(OC)c(O)c1-3,False
0.7853860544991722,3.155165661926511,269.34400000000005,2.946220000000001,52.489999999999995,3,3,2,3,0.29411764705882354,0,0,0,0,0,0.1388888888888889,,Cc1ccc(NC2CC(O)c3ccccc3C2O)cc1,True
0.26743682098880195,3.155163264980877,540.0160000000002,5.205720000000005,108.09000000000002,2,9,11,4,0.2857142857142857,0,0,0,0,0,0.1958762886597938,,COc1cc(O)c(C(O)CCc2ccc(OCc3cn(-c4ccc(Cl)cc4C)nn3)c(OC)c2)c(OC)c1,False
0.7378855911367402,2.957563631691409,316.8760000000001,4.935540000000003,24.06,2,2,6,2,0.3684210526315789,0,0,1,1,1,0.15789473684210525,,Cc1ccc(CC(C)NC(C)Nc2ccc(Cl)c(C)c2)cc1,False
0.34975403689673235,4.824704147653586,622.6310000000001,7.380700000000005,52.93000000000001,2,4,4,4,0.5,0,0,1,1,1,0.1282051282051282,,CC(OC1CN2C(CC(C)(O)C2O)C1c1ccc(Cl)cc1)c1cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c1,False
0.5454153454675656,3.2510238198003076,331.416,1.299,88.85000000000001,4,6,8,2,0.3888888888888889,0,0,1,1,1,0.1686746987951807,,CCN(CC)C(O)c1ccc(C(O)(O)NCc2cccnc2)cc1,False
0.6715046356567016,3.1504393001599427,411.9370000000002,2.6020200000000004,78.51,2,6,5,4,0.36363636363636365,0,0,0,0,0,0.21739130434782608,,Cc1ccc(CC(N)C(O)N2CCN(c3ncnc4cc(Cl)ccc34)CC2)cc1,True
0.41438965595271554,3.5857425249785253,436.56000000000023,1.6988199999999996,110.77000000000001,4,8,7,4,0.4166666666666667,0,0,1,1,1,0.20430107526881722,,Cc1ccc(CC(N)C(O)N2CCN(c3ncnc4ccc(NC(C)O)cc34)CC2)cc1,False
0.465528726307808,3.4982974840153815,506.8180000000001,3.2989000000000015,101.00000000000001,3,9,8,3,0.5,0,0,1,1,1,0.26605504587155965,,CNc1nc(Nc2cc(OC)c(CC(O)N3CCOCC3)cc2OC)ncc1C(Cl)(Cl)Cl,False
0.607904971622096,2.1019655812909868,337.4270000000001,2.5115,64.86,1,6,9,3,0.3157894736842105,0,0,1,1,1,0.16304347826086957,,Cn1nnnc1CCCNCc1ccccc1OCc1ccccc1,False
0.09833472492067846,4.7552972436929215,536.6700000000003,-1.5594999999999952,203.71999999999997,11,11,18,2,0.5555555555555556,0,0,1,1,1,0.10714285714285714,,CC(O)C(NC(O)CCc1ccccc1)C(O)NC(Cc1ccccc1)C(O)NC(CCC(N)O)C(O)O,False
0.2971192567816537,4.117439477456225,359.42600000000016,0.016340000000000965,117.01,7,7,5,3,0.3684210526315789,0,0,1,1,1,0.11403508771929824,,Cc1ccc(CNNC(O)C2NC(O)(O)c3ccccc3C2O)c(C)c1,False
0.7792397973142496,2.144657769369477,331.41900000000004,4.171320000000003,47.04,1,4,4,4,0.23809523809523808,0,0,0,0,0,0.18269230769230768,,COc1ccc2c(c1)CCc1cnc(NCc3ccc(C)cc3)nc1-2,True
0.25943032754144263,5.070982853182661,561.764,2.189300000000001,115.68000000000002,5,9,11,5,0.8064516129032258,0,0,1,1,1,0.12878787878787878,,CC(C)(C)NC(O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(O)OC1COC2OCCC12,False
0.46700921654205907,2.476099990239481,364.9170000000002,5.878500000000006,36.28,0,4,11,2,0.55,0,0,1,1,1,0.24390243902439024,,CCCCCCOc1ccc(Cl)cc1-c1cnc(OCCCC)n1C,False
0.7711695248491384,2.402617395351456,313.361,1.7186,80.65,1,7,2,4,0.375,0,0,0,0,0,0.2222222222222222,,COc1ccc2oc3c(N4CCN(C)CC4)nc(N)nc3c2c1,True
0.6040835087936207,3.3210264722677767,361.4890000000002,3.864620000000002,57.18,3,4,5,4,0.34782608695652173,0,0,1,1,1,0.14772727272727273,,Cc1ccc(C(NC(O)c2ccc3cnccc3c2)C2CCNCC2)cc1,False
0.6990386935020362,3.396717915986965,236.31099999999995,1.632,60.69,3,3,3,2,0.5714285714285714,0,0,1,1,1,0.10526315789473684,,OC(O)C(c1ccccc1)C1CCCCC1O,False
0.38473128746747476,4.408595442034916,589.3949999999999,4.721100000000004,84.75000000000001,3,7,8,5,0.6153846153846154,0,0,1,1,1,0.19230769230769232,,CC1CC(O)c2ncnc(N3CCN(C(O)C(CNCC4CC4)c4ccc(C(Cl)(Cl)Cl)cc4Cl)CC3)c21,False
0.1399079039488461,4.477895682172094,515.6950000000004,1.9644000000000001,117.45,6,8,17,3,0.5862068965517241,0,0,1,1,1,0.14150943396226415,,CCCCOC(O)C(Cc1ccccc1)NC(O)CNC(O)C1CCCN1C(O)CCc1ccccc1,False
0.5410699457822102,3.757150936778962,328.416,2.0976,79.79,5,6,5,3,0.3333333333333333,0,1,1,2,1,0.12380952380952381,,CN(C)c1ccc(NC(O)CC2Nc3ccccc3NC2O)cc1,False
0.2998748061437635,4.196853568242068,418.4940000000001,-0.45047999999999755,130.34000000000003,6,9,9,3,0.47619047619047616,0,0,1,1,1,0.17894736842105263,,Cc1ccc(C(O)(O)N2CCCOC2CNC(O)C(O)NCc2ccccn2)cc1,False
0.5056315823814573,4.654464801307858,458.9900000000001,1.7849999999999995,108.21,4,7,5,5,0.5,0,0,1,1,1,0.11965811965811966,,COC1CC2C3C(C(O)N(Cc4ccc(Cl)cc4)C3O)C(c3ccc(C(N)N)cc3)N2C1,False
0.7191025714837479,3.3262194067908126,379.4680000000001,2.1715,79.61,2,8,4,5,0.45,0,0,0,0,0,0.1935483870967742,,c1nc2c(Nc3ccc(N4CCOCC4)cn3)cc(C3CCCNC3)cn2n1,True
0.4879166708028789,2.5412060752210586,422.52100000000013,4.869400000000004,68.15,2,5,10,3,0.3076923076923077,0,0,0,0,0,0.18055555555555555,,COc1ccc(C(O)CCc2ccc(CCc3cc(OC)c(O)c(OC)c3)cc2)cc1,False
0.3913143065832602,4.352221152513399,503.7750000000005,7.249200000000009,50.08,2,4,7,6,0.7272727272727273,0,0,1,1,1,0.14150943396226415,,CCCCNCc1cn(-c2ccccc2)nc1C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,False
0.352700967480312,3.1693051976560547,599.3939999999999,5.374500000000006,96.33000000000001,2,8,7,5,0.5,0,0,1,1,1,0.17592592592592593,,Nc1ncnc(N2CCC(c3nc(-c4ccc(Cl)c(C(Cl)(Cl)Cl)c4)cn3CCN3CCCC3)CC2)c1CO,False
0.5664049753789907,2.523370901109276,386.8830000000001,4.797520000000005,73.93,0,6,6,3,0.4,0,0,1,1,1,0.1595744680851064,,Cc1cc(Cl)ccc1-c1noc(CCCOc2cnc(C(C)(C)C)nc2)n1,False
0.27007203312336964,4.3299520835835015,395.46400000000006,-1.2045999999999975,168.79999999999995,5,11,8,3,0.7058823529411765,0,0,1,1,1,0.14736842105263157,,CN(C)C(O)C(N)CCCCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,False
0.45552579388128017,4.6851725317450885,434.44100000000014,1.3592999999999997,127.07000000000002,4,9,8,4,0.45454545454545453,0,0,1,1,1,0.12380952380952381,,CC(O)Oc1ccccc1C(O)OC1COC2C(OC(O)c3ccccc3O)COC12,False
0.6168219381992808,4.247651015364029,413.43400000000014,1.9323399999999997,126.77000000000001,2,10,4,5,0.45,0,0,1,1,1,0.18181818181818182,,Cc1cc(C)c2c(c1)COC(O)(OCC1CCC(n3cnc4c(N)ncnc43)O1)O2,False
0.7319493730958669,3.458220728508577,353.2050000000001,3.840300000000002,67.17,3,5,3,3,0.125,0,0,1,1,1,0.09278350515463918,,OC(C1=C(C(Cl)Cl)N(O)c2ccccc2N1O)c1ccccc1,False
0.07989042944162923,3.6999322523734204,732.371,9.060699999999999,100.36,4,8,13,4,0.2903225806451613,0,0,1,1,1,0.2,,CCN(CC)Cc1cc(Nc2cc(C(Cl)(Cl)Cl)nc(NC(N)Nc3ccc(C(Cl)(Cl)Cl)cc3)n2)ccc1OCc1ccccc1,False
0.3458043034740715,4.074476240130145,409.4350000000001,2.28224,121.08000000000001,4,9,10,2,0.4,0,0,1,1,1,0.14457831325301204,,COC(O)(OC)C(OC(O)COc1ccc(C)cc1C)c1cccc(N(O)O)c1,False
0.5253162335457818,3.039535542553784,444.7900000000001,3.7096000000000027,47.97,2,5,6,3,0.4,0,0,1,1,1,0.1935483870967742,,COc1ccccc1N1CCN(C(O)NCc2cccc(C(Cl)(Cl)Cl)c2)CC1,False
0.23409612940856825,3.3847905309120474,607.792,3.167060000000002,131.1,6,9,6,4,0.4857142857142857,0,0,1,1,1,0.16901408450704225,,Cc1ccc(C(O)(O)N2CCCCCCN(C(O)(O)c3ccc(C)cc3)CCN(C(O)(O)c3ccc(C)cc3)CCC2)cc1,False
0.4721367493063173,3.9591109064490713,420.55700000000024,3.803420000000002,82.34,4,6,5,4,0.4,0,0,1,1,1,0.14285714285714285,,Cc1ccc(-n2nc(NC(O)C3CNC(O)C3)cc2-c2cccc(C(C)(C)C)c2)cc1,False
0.6226060422718743,3.3566804168107396,264.281,1.3776399999999998,98.75,4,6,4,2,0.3076923076923077,0,0,1,1,1,0.17333333333333334,,Cc1cc(C(O)Nc2ccc(C(O)O)cn2)c(C)o1,False
0.36365679582658944,2.2492586435637616,375.472,5.058800000000003,53.08,0,5,10,4,0.30434782608695654,0,0,1,1,1,0.15625,,c1ccc2oc(CCc3ccc(OCCCCCn4ccnc4)cc3)nc2c1,False
0.23002615164062382,3.4596247095987867,509.2640000000002,7.128940000000006,40.769999999999996,1,4,5,4,0.20833333333333334,0,0,1,1,1,0.14678899082568808,,Cc1ccc2nc(N(Cc3ccc(C(Cl)(Cl)Cl)c(Cl)c3)C(O)c3ccccc3)c(C)n2c1,False
0.10627073630619094,4.767656488825278,512.4830000000002,1.156899999999999,222.84999999999997,10,15,10,4,0.13636363636363635,0,0,1,1,1,0.14130434782608695,,Oc1nc2cc(N(O)O)ccc2nc1C(NNC(O)c1ccncc1)C(O)Nc1cccc(N(O)O)c1,False
0.3218386281865484,4.416345846007415,579.8740000000001,4.424640000000004,65.45,3,7,12,4,0.6571428571428571,0,0,1,1,1,0.1391304347826087,,Cc1ccc(C2CN(C(C)C)CC2C(O)N2CCN(c3ccc(C)cc3C(NC(O)CCN(C)C)C(C)C)CC2)cc1,False
0.5557840571593486,2.8828895110329107,363.62799999999993,4.349100000000002,78.95,3,5,4,2,0.14285714285714285,0,0,1,1,1,0.15789473684210525,,NCc1cc(N(O)O)ccc1Oc1cccc(C(Cl)(Cl)Cl)c1,False
0.30460010781187874,3.211495785183657,441.6190000000002,6.556640000000006,50.08,2,4,8,4,0.3448275862068966,0,0,1,1,1,0.13402061855670103,,CCC(NC(O)c1ccc2c(c1)nc(C(C)C)n2Cc1ccc(C)c(C)c1)c1ccccc1,False
0.640362999323427,3.197129310810844,384.5200000000002,3.088820000000002,67.17,3,5,7,3,0.4782608695652174,0,0,1,1,1,0.14444444444444443,,CCN(Cc1ccccc1)C(O)c1ccc(C)c(C(O)(O)N2CCCCC2)c1,False
0.5919887538174496,4.363131558629151,295.379,1.1515999999999997,81.95,4,5,6,2,0.625,0,0,1,1,1,0.1553398058252427,,COC(O)NC(c1ccccc1)C1(C(C)O)CCCC1O,False
0.1531054831672692,4.276299141530885,465.67500000000024,4.0054000000000025,113.18,6,6,17,2,0.7777777777777778,0,0,1,1,1,0.12727272727272726,,CCCCCC(O)CCC1C(O)CC(O)C1CCCCCCC(O)NC(O)c1ccccc1,False
0.758153425265133,2.4445314452588125,265.32,1.9752,82.75,2,5,3,3,0.06666666666666667,0,0,0,0,0,0.1375,,NCc1cccc(-n2cncc2-c2ccc(N)nc2)c1,True
0.6492046429772754,3.103282343569429,209.289,1.04654,66.48,3,3,4,1,0.5,0,0,1,1,1,0.109375,,Cc1cccc(C)c1C(CN)CC(O)O,False
0.5144845255744814,3.5600388322319905,316.31699999999995,-0.22180000000000005,126.65,4,8,2,4,0.3333333333333333,0,0,0,0,0,0.1686746987951807,,Nc1nc2ccccc2c2c1ncn2C1OC(CO)C(O)C1O,True
0.645070189764202,3.009178269530329,368.4410000000001,3.3153200000000016,90.54,2,8,6,3,0.3157894736842105,0,0,1,1,1,0.1568627450980392,,Cc1nccn1-c1nc(N(C)Cc2ccccc2)nc(C(C)C)c1N(O)O,False
0.19361460585309298,4.719174863608922,530.84,3.1781000000000015,127.65,6,9,8,4,0.36363636363636365,0,0,1,1,1,0.14634146341463414,,NC(O)c1cc(NC(O)N2CCCC2C(O)Nc2cccc(OC(Cl)(Cl)Cl)c2)c2ccccn12,False
0.5094746281103675,3.661360765038868,413.558,4.196900000000003,70.95,3,5,10,3,0.52,0,0,1,1,1,0.12,,CC(O)Oc1ccc(CCC2CCCC(CCc3ccc(OC(C)O)cc3)N2)cc1,False
0.37474061210245563,3.9522522828961772,406.914,2.6729000000000003,100.02,6,7,8,3,0.4,0,0,1,1,1,0.16831683168316833,,CC(O)Nc1ccc(NC(O)C2CCCN2C(O)Nc2ccc(Cl)cc2)cc1,False
0.5920694729941223,2.8349858292572367,401.9820000000002,4.794500000000005,38.74,2,4,9,3,0.4782608695652174,0,0,1,1,1,0.21505376344086022,,CCCCN1CCC(N(Cc2ccccc2)C(O)Nc2cccc(Cl)c2)CC1,False
0.6001567970812346,2.788263699989976,346.3460000000002,3.2010200000000006,81.77000000000001,1,7,2,5,0.10526315789473684,0,0,0,0,0,0.14035087719298245,,Cc1c(-c2cc(O)n3ncc(-c4ccccn4)c3n2)ccc2c1OCO2,True
0.40966853299393013,3.19216247217817,452.89800000000025,4.688340000000003,94.57000000000001,2,8,6,5,0.21739130434782608,0,0,1,1,1,0.13592233009708737,,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(O)c1cc(-c2ccc3c(c2)OCO3)on1,False
0.04560545666386276,5.485671875667023,518.5650000000003,-6.139899999999991,280.12,14,17,18,1,1.0,0,0,1,1,1,0.096,,NC(CCC(O)NC(CC(O)(O)CCONN(O)N1CCC(O)CC1)C(O)NCC(O)O)C(O)O,False
